id,name,y_pos,x_pos,address
EVS_000075,산천단동길산들,33.448043,126.558735,제주특별자치도 제주시 산천단동길 4 
EVS_000076,제주대학사거리,33.456113,126.551506,제주특별자치도 제주시 제주대학로 102 
EVS_000077,제주대학로,33.460422,126.562454,제주특별자치도 제주시 제주대학로 117 
EVS_000078,두드림2,36.35157,127.374023,대전광역시 서구 갈마역로 14 203호
EVS_000079,두드림존2,36.351515,127.373883,대전광역시 서구 갈마역로 14
EVS_000080,제주대학교,33.454759,126.562255,제주특별자치도 제주시 제주대학로 102 
EVS_000081,두드림존3,36.357675,127.348997,대전광역시 유성구 온천북로33번길 22-33 
EVS_000082,애조로점,33.460977,126.51201,제주특별자치도 제주시 애조로 1230 1층
EVS_000083,제주본점존,33.460977,126.51201,제주특별자치도 제주시 애조로 1230 이브이패스
EVS_000084,제주본점 주차장_대여반납존,33.460973,126.512151,제주특별자치도 제주시 오라이동 190-5
EVS_000085,제주본점,33.460929,126.51189,제주특별자치도 제주시 애조로 1230 이브이패스 1층
EVS_000086,곽지주차장,33.449062,126.303758,제주특별자치도 제주시 애월읍 곽지리 1565
EVS_000087,목마등대,33.503447,126.45441,제주특별자치도 제주시 서해안로 58 
EVS_000088,이브이트럭1,33.389421,126.25104,제주특별자치도 제주시 한림읍 협재리 1086-1
EVS_000089,이브이트럭2,33.255238,126.513013,제주특별자치도 서귀포시 서호동 1461-14
EVS_000090,이브이트럭3,33.497339,126.453772,제주특별자치도 제주시 이호일동 1665-7
EVS_000091,테스트존,33.454005,126.306414,제주특별자치도 제주시 애월읍 곽지리 1565-38
EVS_000092,이브이트럭1-1,33.416409,126.91049,제주특별자치도 서귀포시 성산읍 온평리 76-1
EVS_000093,이브이트럭2-1,33.528701,126.873327,제주특별자치도 제주시 구좌읍 하도리 2989
EVS_000094,이브이트럭3-1,33.466761,126.351643,제주특별자치도 제주시 애월읍 하가리 1200-2
EVS_000095,제주도청 자전거거치대(흡연실 뒷편)_대여반납존,33.488933,126.497941,제주특별자치도 제주시 문연로 6
EVS_000096,파크선샤인호텔 입구_대여반납존,33.243551,126.553551,제주특별자치도 서귀포시 남성중로 135
EVS_000097,신엄 고내리포구_대여반납존,33.473066,126.350171,제주특별자치도 제주시 애월읍 고내리 337-2
EVS_000098,올레 7코스(아뜰리에안 앞 교차로)_대여반납존,33.231292,126.505527,제주특별자치도 서귀포시 법환동 1654
EVS_000099,스타벅스 제주중문점_대여반납존,33.250776,126.412596,제주특별자치도 서귀포시 색달동 2864-4
EVS_000100,제주국제컨벤션센터 버스정류장_대여반납존,33.242739,126.424925,제주특별자치도 서귀포시 중문동 2502
EVS_000101,소인국테마파크_대여반납존,33.290073,126.323337,제주특별자치도 서귀포시 안덕면 서광리 725
EVS_000102,제주이브이샵 스마트모빌리티연구소_대여반납존,33.517659,126.499045,제주특별자치도 제주시 어영길 60
EVS_000103,천지연폭포 공중화장실(주차장)_대여반납존,33.243851,126.559979,제주특별자치도 서귀포시 서홍동 680
EVS_000104,서귀포 매일올레시장 입구 교차로_대여반납존,33.247982,126.564185,제주특별자치도 서귀포시 서귀동 406-11
EVS_000105,색달해변 입구_대여반납존,33.244588,126.414673,제주특별자치도 서귀포시 색달동 2950-4
EVS_000106,법환포구_대여반납존,33.235827,126.515052,제주특별자치도 서귀포시 막숙포로 61
EVS_000107,올레 6코스(구두미 포구 입구)_대여반납존,33.236701,126.597101,제주특별자치도 서귀포시 보목동 1352
EVS_000108,정방폭포 화장실_대여반납존,33.244767,126.573818,제주특별자치도 서귀포시 동홍동 273
EVS_000109,맥도날드 제주중문DT점_대여반납존,33.255066,126.413926,제주특별자치도 서귀포시 색달동 2558-5
EVS_000110,롯데마트 제주점 교차로_대여반납존,33.482409,126.481651,제주특별자치도 제주시 연북로 1
EVS_000111,롯데시네마 제주아라 교차로_대여반납존,33.48435,126.535757,제주특별자치도 제주시 아라일동 2574-4
EVS_000112,누웨마루_대여반납존,33.489714,126.490817,제주특별자치도 제주시 연동 272
EVS_000113,이호테우해변_대여반납존,33.497501,126.453499,제주특별자치도 제주시 이호일동 1665-7
EVS_000114,헤이서귀포 호텔_대여반납존,33.246101,126.560101,제주특별자치도 서귀포시 태평로 363 
EVS_000115,스타벅스 제주용담DT점_대여반납존,33.513369,126.484291,제주특별자치도 제주시 용담삼동 2580-55
EVS_000116,송악산 자전거거치대_대여반납존,33.206694,126.28945,제주특별자치도 서귀포시 대정읍 상모리 157-2
EVS_000117,더럭분교_대여반납존,33.452909,126.344903,제주특별자치도 제주시 애월읍 하가리 1589-4
EVS_000118,협재해변 주차장 입구_대여반납존,33.393161,126.239968,제주특별자치도 제주시 한림읍 협재리 2872
EVS_000119,금능해변 주차장 입구(공중화장실)_대여반납존,33.38948,126.235046,제주특별자치도 제주시 한림읍 금능리 2316
EVS_000120,애월포구_대여반납존,33.460977,126.51201,제주특별자치도 제주시 애조로 1230 
EVS_000121,사계리 해안체육공원 주차장_대여반납존,33.220303,126.294501,제주특별자치도 서귀포시 안덕면 사계리 3530-7
EVS_000122,사계리동동 버스정류장_대여반납존,33.234599,126.307711,제주특별자치도 서귀포시 안덕면 사계리 116-3
EVS_000123,수월봉 주차장_대여반납존,33.295151,126.163891,제주특별자치도 제주시 한경면 고산리 3696-1
EVS_000124,신창 풍차해안도로(싱계물공원 입구)_대여반납존,33.343061,126.174176,제주특별자치도 제주시 한경면 신창리 1322-7
EVS_000125,모슬포항 버스정류장_대여반납존,33.216401,126.252511,제주특별자치도 서귀포시 대정읍 하모리 770-28
EVS_000126,곽지해수욕장 주차장_대여반납존,33.449459,126.304688,제주특별자치도 제주시 애월읍 곽지리 2495
EVS_000127,구엄포구_대여반납존,33.483613,126.376753,제주특별자치도 제주시 애월읍 구엄리 1254-1
EVS_000128,영락돌고래_대여반납존,33.237971,126.229255,제주특별자치도 서귀포시 대정읍 일과리 1291-7
EVS_000129,예래포구_대여반납존,33.233501,126.375091,제주특별자치도 서귀포시 하예동 1681-2
EVS_000130,한라대학교 정문_대여반납존,33.476919,126.476999,제주특별자치도 제주시 노형동 3812-2
EVS_000131,누웨마루2_대여반납존,33.485937,126.490585,제주특별자치도 제주시 연동 273
EVS_000132,도두봉 버스정류장_대여반납존,33.508516,126.470291,제주특별자치도 제주시 도두일동 1727-1
EVS_000133,본점테스트,33.471732,126.842679,제주특별자치도 제주시 구좌읍 상도리 산 331
EVS_000134,대평포구_대여반납존,33.235454,126.363105,제주특별자치도 서귀포시 안덕면 창천리 843-7
EVS_000135,용두암_대여반납존,33.51569,126.510551,제주특별자치도 제주시 용담이동 495-2
EVS_000136,스타벅스 제주시청점_대여반납존,33.500371,126.529521,제주특별자치도 제주시 중앙로 215 
EVS_000137,이마트 신제주점 버스정류장_대여반납존,33.485085,126.480101,제주특별자치도 제주시 노형동 948
EVS_000138,탑동푸른쉼터 자전거거치대_대여반납존,33.516639,126.527111,제주특별자치도 제주시 건입동 1388-18
EVS_000139,스타벅스 제주칠성점(칠성로 입구)_대여반납존,33.513251,126.525351,제주특별자치도 제주시 관덕로 55 
EVS_000140,이마트 제주점_대여반납존,33.517888,126.520724,제주특별자치도 제주시 삼도이동 1264
EVS_000141,투썸플레이스휘스락호텔탑동광장_대여반납존,33.517811,126.527518,제주특별자치도 제주시 건입동 1444
EVS_000142,서귀포 시외버스터미널 교차로_대여반납존,33.249195,126.508011,제주특별자치도 서귀포시 일주동로 9209
EVS_000143,CGV 순천(시민로 입구)_대여반납존,34.951191,127.486081,전남 순천시 장천동 52-1
EVS_000144,순천대학교(정문)_대여반납존,34.968515,127.483695,전남 순천시 석현동 313
EVS_000145,순천역(KTX)_대여반납존,34.945359,127.502761,전남 순천시 조곡동 150
EVS_000146,조례호수공원 입구_대여반납존,34.967923,127.522533,전남 순천시 조례동 1867
EVS_000147,순천대학교(웅지관) 자전거거치대_대여반납존,34.966995,127.481685,전남 순천시 매곡동 492
EVS_000148,순천대학교(도서관 삼거리)_대여반납존,34.969299,127.480481,전남 순천시 석현동 313
EVS_000149,순천대학교(인문예술대학)_대여반납존,34.968594,127.477506,전남 순천시 석현동 325
EVS_000150,순천대학교(공과대학2호관)_대여반납존,34.969531,127.477498,전남 순천시 석현동 337
EVS_000151,이마트 순천점_대여반납존,34.941999,127.508191,전남 순천시 덕암동 169-3
EVS_000152,신한은행 제주지점 교차로_대여반납존,33.515484,126.524895,제주특별자치도 제주시 일도일동 1499
EVS_000153,산지천(제주동문시장)_대여반납존,33.513245,126.527276,제주특별자치도 제주시 일도일동 1498
EVS_000154,중엄리 새물_대여반납존,33.478301,126.369194,제주특별자치도 제주시 애월읍 신엄리 2719-3
EVS_000155,제주항 여객터미널_대여반납존,33.519031,126.535159,제주특별자치도 제주시 건입동 918-13
EVS_000156,화북포구(공중화장실 입구)_대여반납존,33.52516,126.564707,제주특별자치도 제주시 화북일동 4269-20
EVS_000157,삼양3동항 주차장 입구_대여반납존,33.527299,126.576321,제주특별자치도 제주시 삼양삼동 2621-10
EVS_000158,삼양해수욕장 입구 교차로_대여반납존,33.525554,126.587251,제주특별자치도 제주시 삼양일동 1676-1
EVS_000159,신촌4.3성터 주차장_대여반납존,33.537686,126.613199,제주특별자치도 제주시 조천읍 신촌리 3394-2
EVS_000160,신촌선착장 주차장(공중화장실)_대여반납존,33.537985,126.619692,제주특별자치도 제주시 조천읍 신촌리 2077-6
EVS_000161,조천항 주차장(공중화장실)_대여반납존,33.540951,126.635538,제주특별자치도 제주시 조천읍 조천리 2714-5
EVS_000162,조천 신흥해수욕장_대여반납존,33.549481,126.65169,제주특별자치도 제주시 조천읍 신흥로2길 37 
EVS_000163,함덕해수욕장_대여반납존,33.542654,126.669225,제주특별자치도 제주시 조천읍 함덕리 1004-34
EVS_000164,북촌포구_대여반납존,33.550516,126.694667,제주특별자치도 제주시 조천읍 북촌리 488-4
EVS_000165,김녕항_대여반납존,33.558682,126.736643,제주특별자치도 제주시 구좌읍 김녕리 4212-1
EVS_000166,김녕해수욕장_대여반납존,33.557101,126.759481,제주특별자치도 제주시 구좌읍 김녕리 497-4
EVS_000167,월정리해수욕장주차장_대여반납존,33.556065,126.79562,제주특별자치도 제주시 구좌읍 월정리 652-4
EVS_000168,세화오일시장_대여반납존,33.526085,126.858151,제주특별자치도 제주시 구좌읍 세화리 1500-2
EVS_000169,하도해수욕장 화장실_대여반납존,33.513551,126.89864,제주특별자치도 제주시 구좌읍 하도리 46-3
EVS_000170,종달항 우도도항선 대합실 입구_대여반납존,33.496721,126.910822,제주특별자치도 제주시 구좌읍 종달리 565-72
EVS_000171,성산포항 입구 버스정류장_대여반납존,33.471358,126.930685,제주특별자치도 서귀포시 성산읍 성산리 347-16
EVS_000172,성산일출봉자전거거치대_대여반납존,33.462568,126.936318,제주특별자치도 서귀포시 성산읍 성산리 102-1
EVS_000173,광치기해변_대여반납존,33.451633,126.923705,제주특별자치도 서귀포시 성산읍 고성리 224-33
EVS_000174,신양섭지해수욕장 주차장(공중화장실)_대여반납존,33.434791,126.923995,제주특별자치도 서귀포시 성산읍 고성리 186-2
EVS_000175,섭지코지_대여반납존,33.430191,126.934531,제주특별자치도 서귀포시 성산읍 고성리 45-1
EVS_000176,온평포구 버스정류장_대여반납존,33.402311,126.902901,제주특별자치도 서귀포시 성산읍 온평리 1107-7
EVS_000177,표선 사거리 교차로_대여반납존,33.325522,126.837195,제주특별자치도 서귀포시 표선면 표선리 880-5
EVS_000178,태흥리포구_대여반납존,33.280171,126.73822,제주특별자치도 서귀포시 남원읍 태흥리 1075-7
EVS_000179,남원포구_대여반납존,33.278134,126.718801,제주특별자치도 서귀포시 남원읍 남원리 105-5
EVS_000180,위미항_대여반납존,33.27115,126.662184,제주특별자치도 서귀포시 남원읍 위미리 1757-12
EVS_000181,공천포_대여반납존,33.264812,126.641071,제주특별자치도 서귀포시 남원읍 신례리 58-1
EVS_000182,쇠소깍_대여반납존,33.251908,126.62318,제주특별자치도 서귀포시 하효동 995-5
EVS_000183,하효항_대여반납존,33.250001,126.621541,제주특별자치도 서귀포시 하효동 1365-1
EVS_000184,보목포구 버스정류장(보목항)_대여반납존,33.239442,126.608144,제주특별자치도 서귀포시 보목포로 29-6 
EVS_000185,성산스타벅스DT_대여반납존,33.449775,126.920563,제주특별자치도 서귀포시 성산읍 고성리 238
EVS_000186,판포포구_대여반납존,33.365433,126.199489,제주특별자치도 제주시 한경면 판포리 2877-3
EVS_000187,광치기해변 주차장 입구_대여반납존,33.453381,126.924515,제주특별자치도 서귀포시 성산읍 고성리 224-1
EVS_000188,성산코업시티호텔_대여반납존,33.465582,126.931958,제주특별자치도 서귀포시 성산읍 성산리 400-18
EVS_000189,애월스타벅스DT_대여반납존,33.473016,126.348462,제주특별자치도 제주시 애월읍 고내리 343-1
EVS_000190,고내포구_대여반납존,33.467005,126.33717,제주특별자치도 제주시 애월읍 고내리 1111-2
EVS_000191,한담동 버스정류장_대여반납존,33.462388,126.312577,제주특별자치도 제주시 애월읍 애월리 2482-2
EVS_000192,하귀하나로마트 버스정류장_대여반납존,33.485621,126.412095,제주특별자치도 제주시 애월읍 하귀1리 584
EVS_000193,한라수목원 주차장 입구_대여반납존,33.469777,126.490555,제주특별자치도 제주시 연동 998
EVS_000194,KT-개봉지사존,37.486517,126.857557,서울특별시 구로구 개봉로6길 12-5
EVS_000195,KT-고양지사,37.656395,126.775924,경기도 고양시 일산동구 중앙로 1228 
EVS_000196,성산점_대여반납존,33.460825,126.931466,제주특별자치도 서귀포시 성산읍 성산중앙로 6 
EVS_000197,성산 고성오일시장 입구 버스정류장_대여반납존,33.452349,126.914115,제주특별자치도 서귀포시 성산읍 고성리 1200-2
EVS_000198,봄그리고가을리조트_대여반납존,33.474136,126.91101,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660 
EVS_000199,오르다 카페 입구_대여반납존,33.468621,126.935979,제주특별자치도 서귀포시 성산읍 성산리 308
EVS_000200,옹포리 버스정류장_대여반납존,33.403312,126.252188,제주특별자치도 제주시 한림읍 옹포리 983
EVS_000201,JDC 세미양빌딩 입구_대여반납존,33.442544,126.572101,제주특별자치도 제주시 첨단로 330 세미양빌딩
EVS_000202,혁성테스트존,33.442141,126.571416,제주특별자치도 제주시 첨단로 330
EVS_000203,휘닉스 제주 섭지코지 로비 입구_대여반납존,33.430594,126.927838,제주특별자치도 서귀포시 성산읍 섭지코지로 107 
EVS_000204,순천점_대여반납존,34.964641,127.485325,전라남도 순천시 북문길 170
EVS_000205,연향동_대여반납존,34.950981,127.51758,전남 순천시 연향동 1319-2
EVS_000206,성산직영점,33.460791,126.93141,제주특별자치도 서귀포시 성산읍 성산중앙로 6 
EVS_000207,순천점,34.964686,127.485094,전라남도 순천시 북문길 183 1층
EVS_000208,TTA,37.383806,127.120596,경기도 성남시 분당구 분당로 47 
EVS_000209,TTA_유인,37.384057,127.120312,경기도 성남시 분당구 분당로 43 
EVS_000210,스마트시티1,33.258082,126.426944,제주특별자치도 서귀포시 중문로 80 GS25 중문사거리점
EVS_000211,스마트시티2,33.248692,126.509436,제주특별자치도 서귀포시 일주동로 9209
EVS_000212,티티에이,37.383806,127.120596,경기도 성남시 분당구 분당로 47 
EVS_000213,제주시청 버스정류장_대여반납존,33.499077,126.530483,제주특별자치도 제주시 이도이동 1176-1
EVS_000214,알작지_대여반납존,33.496,126.4397,제주특별자치도 제주시 테우해안로 60 
EVS_000215,제주시 버스터미널_대여반납존,33.499836,126.514605,제주특별자치도 제주시 서광로 174 
EVS_000216,동복리휴게소 버스정류장_대여반납존,33.553447,126.707712,제주특별자치도 제주시 구좌읍 동복리 1759
EVS_000217,제주학생문화원 자전거거치대_대여반납존,33.500465,126.540977,제주특별자치도 제주시 연삼로 489 
EVS_000218,tta2,37.535344,127.092942,서울특별시 광진구 구의강변로 42 
EVS_000219,제주공항 스마트모빌리티존_대여반납존,33.50695,126.494494,제주특별자치도 제주시 용담이동 2002-10
EVS_000220,평대해변_대여반납존,33.534738,126.839822,제주특별자치도 제주시 구좌읍 평대리 1977-3
EVS_000221,여수엑스포공원_대여반납존,34.741353,127.75338,전남 여수시 수정동 332-7
EVS_000222,이순신광장_대여반납존,34.739011,127.735869,전남 여수시 중앙동 385-6
EVS_000223,여수수산물시장_대여반납존,34.736872,127.732441,전라남도 여수시 남산로 60-31 
EVS_000224,돌산공원입구_대여반납존,34.72908,127.7397,전라남도 여수시 돌산읍 진두공원길 18-8 
EVS_000225,여수낭만포차거리_대여반납존,34.737395,127.74329,전남 여수시 종화동 1225-1
EVS_000226,하멜전시관_대여반납존,34.736456,127.748304,전남 여수시 종화동 458-5
EVS_000227,관곶_대여반납존,33.55317,126.6437,제주특별자치도 제주시 조천읍 조함해안로 217-1 
EVS_000228,제주대학교교양동_대여반납존,33.455525,126.564942,제주특별자치도 제주시 아라일동 1
EVS_000229,제주대학교후문_대여반납존,33.449828,126.558144,제주특별자치도 제주시 아라일동 1
EVS_000230,제주대학생회관_대여반납존,33.455133,126.560966,제주특별자치도 제주시 아라일동 1
EVS_000231,제주대자전거거치대_대여반납존,33.45129,126.557824,제주특별자치도 제주시 아라일동 1
EVS_000232,중앙도서관_대여반납존,33.452889,126.560803,제주특별자치도 제주시 아라일동 1
EVS_000233,제2도서관_대여반납존,33.456944,126.559602,제주특별자치도 제주시 제주대학로 102
EVS_000234,해양과학대3호관_대여반납존,33.457327,126.564677,제주특별자치도 제주시 아라일동 1
EVS_000235,전남대학교_대여반납존,34.773461,127.701097,전남 여수시 미평동 753
EVS_000236,오동항화장실_대여반납존,34.741154,127.755229,전남 여수시 수정동 332-40
EVS_000237,오동도_대여반납존,34.744806,127.764015,전남 여수시 수정동 2-8
EVS_000238,NC백화점_대여반납존,34.971859,127.522322,전남 순천시 왕지동 884
EVS_000239,왕운공원_대여반납존,34.97468,127.52593,전남 순천시 왕지동 895
EVS_000240,왕운초교삼거리_대여반납존,34.97306,127.525959,전남 순천시 왕지동 848
EVS_000241,홈플러스 순천점_대여반납존,34.960805,127.519812,전남 순천시 조례동 975-1
EVS_000242,연향패션거리(연향중앙상가길)_대여반납존,34.952902,127.519051,전남 순천시 연향동 1325-2
EVS_000243,버드내공원_대여반납존,34.945963,127.527349,전남 순천시 해룡면 상삼리 697
EVS_000244,종합버스터미널_대여반납존,34.947468,127.490935,전남 순천시 장천동 18-22
EVS_000245,신대사거리_대여반납존,34.933333,127.548513,전남 순천시 해룡면 신대리 2087
EVS_000246,향림초교_대여반납존,34.973209,127.476049,전남 순천시 석현동 850-1
EVS_000247,순천만습지_대여반납존,34.886303,127.508641,전남 순천시 대대동 162-2
EVS_000248,순천만국가정원_대여반납존,34.930263,127.509431,전남 순천시 풍덕동 70
EVS_000249,용연구름다리_대여반납존,33.51494,126.5141,제주특별자치도 제주시 용담일동 2581-4
EVS_000250,비자림_대여반납존,33.491249,126.810719,제주특별자치도 제주시 구좌읍 평대리 3161-1
EVS_000251,제주 장애인기업종합지원센터 버스정류장(중흥S클래스)_대여반납존,33.4762,126.4816,제주특별자치도 제주시 진군남4길 5 
EVS_000252,제주 부영2차 아파트 교차로_대여반납존,33.47646,126.4835,제주특별자치도 제주시 과원로 11 
EVS_000253,제주 부영3차 아파트 교차로_대여반납존,33.47645,126.48708,제주특별자치도 제주시 과원로 27 
EVS_000254,노형근린공원입구_대여반납존,33.47913,126.482578,제주특별자치도 제주시 노형동 731
EVS_000255,제주 연동 대림2차 아파트 교차로,33.479,126.48963,제주특별자치도 제주시 연화로 25 
EVS_000256,제주 연동 근린공원 교차로_대여반납존,33.48205,126.4897,제주특별자치도 제주시 연북로 78 
EVS_000257,제주 신시가지입구 교차로_대여반납존,33.48195,126.4948,제주특별자치도 제주시 신대로22길 4 
EVS_000258,제주시_신제주초등학교_버스정류장_이브이존,33.48435,126.4966,제주특별자치도 제주시 신대로 145 
EVS_000259,제주신용보증기금_대여반납존,33.48435,126.4966,제주특별자치도 제주시 신대로 145 
EVS_000260,신제주초등학교 버스정류장_대여반납존,33.485,126.49625,제주특별자치도 제주시 신대로 136 
EVS_000261,연동주민센터 버스정류장(제스코마트)_대여반납존,33.48731,126.4967,제주특별자치도 제주시 신대로 109 
EVS_000262,연동주민센터 버스정류장(지지지흑돼지)_대여반납존,33.4881,126.49634,제주특별자치도 제주시 신대로 104 
EVS_000263,신제주로터리 버스정류장(공항방면)_대여반납존,33.49142,126.49688,제주특별자치도 제주시 신대로 67 
EVS_000264,퓨어스테이 호텔_대여반납존,33.49115,126.49645,제주특별자치도 제주시 신대로 70 
EVS_000265,롯데시티호텔 제주_대여반납존,33.490477,126.486391,제주특별자치도 제주시 도령로 83
EVS_000266,노형주민센터 교차로_대여반납존,33.48335,126.47595,제주특별자치도 제주시 노형로 376 
EVS_000267,한라대학입구 교차로_대여반납존,33.480623,126.47253,제주특별자치도 제주시 한라대학로 1 
EVS_000268,제주도의회 자전거거치대(전기차 충전소 옆),33.49017,126.49985,제주특별자치도 제주시 문연로 13 
