0,1,2,3,4,5,6,7,8,9,10,11,12,13
50,1547014411,1547017446,1547018010,1547014411,1547018010,1547018010,1547018010,1547014411,1547014411,1547018010,1547017446,1547018010,1547018010
40,1543286600,1543285418,1543286718,1543286062,1543285418,1543284750,1543286600,1543286062,1543285418,1543286640,1543286062,1543286117,1543286117
20,584188982,527090106,188862738,504899715,1547017419,557535201,469978449,272101450,377352204,437491280,349010271,413778693,413778693
11,1547430147,1547430644,1547431139,1547427506,1547428994,1547429292,1547429292,1547431139,1547429909,1547430147,1547430644,1547427506,1547427506
80,1547196877,1547195605,1547196222,1547196877,1547196877,1547196222,1547195351,1547195869,1547196701,1547196222,1547196877,1547195605,1547195605
40,1543286600,1543286117,1543286117,1543286062,1543286600,1543286600,1543286640,1543286718,1543286600,1543286117,1543286718,1543286640,1543286640
80,1547195869,1547196222,1547196701,1547196222,1547196222,1547196701,1547196222,1547196877,1547195869,1547196701,1547195605,1547196701,1547196701
70,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062
40,1543286117,1543286718,1543286640,1543284750,1543286117,1543286062,1543286117,1543286062,1543284750,1543286600,1543286117,1543286718,1543286718
20,215882571,315395391,510508817,548679976,557537073,557540605,1547174591,272103586,258869590,510691938,349009298,188862738,188862738
20,383040023,469979150,1547172564,1547174915,520004327,519599250,445939747,445937508,378422517,481389110,594380318,437497090,437497090
10,1531801122,1531801305,1531787977,1531787977,1531787589,1531787589,1531801122,1531801122,1531801305,1531787589,1531801305,1531801122,1531801122
11,1547427506,1547430644,1547429292,1547427506,1547431139,1547428994,1547430644,1547431139,1547431139,1547429292,1547431139,1547427506,1547427506
70,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512
20,1547172074,469978383,1543286640,349010271,469978400,272104512,557535201,481386668,587473342,527090106,381924497,1543286640,1543286640
30,445785117,377352920,445935923,413823388,368671508,469978540,452708564,445941316,441576011,520004533,377353876,307998406,307998406
20,382972645,587631830,442359126,442093391,510508050,584299978,249002677,514692884,557533610,540236188,377352204,445939812,445939812
20,590644804,448965793,368522922,587632041,1547172074,469979150,557540359,469978143,587631926,594380691,1547176360,445749600,445749600
40,1543286062,1543286117,1543286640,1543286600,1543286062,1543286117,1543286062,1543284750,1543285418,1543284750,1543286640,1543285418,1543285418
50,1547017446,1547017446,1547014411,1547018010,1547018010,1547017446,1547018010,1547014411,1547017446,1547018010,1547014411,1547017446,1547017446
30,437618155,557537073,481214341,188862738,307998406,437492327,504804140,519855626,519855689,504804140,557537256,441575980,441575980
20,557537073,493683247,149902246,442092792,1543286640,504915071,290788416,469977101,587473294,365062249,188863112,247722015,247722015
20,469978143,557532959,1543286640,445939918,258872154,481389110,413826920,437495075,264162202,377359993,383040203,1547171473,1547171473
30,377353876,451087524,377359870,510164596,256896673,222584378,557537073,458902430,188857358,126536372,437617450,587473611,587473611
70,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512
70,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512
13,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151
50,1547014411,1547018010,1547017446,1547018010,1547014411,1547014411,1547018010,1547018010,1547017446,1547014411,1547014411,1547014411,1547014411
13,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151
30,590440761,445940999,442093842,384274798,469458718,584187947,445823230,520004685,481210417,587630540,188857358,557537073,557537073
70,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512
30,441576251,168933483,437498609,557154921,510507775,481283412,324362253,365098903,451085097,445936090,481208454,397457107,397457107
80,1547196222,1547195605,1547196877,1547195351,1547195351,1547196701,1547196877,1547196877,1547196701,1547196701,1547196222,1547196877,1547196877
30,377352920,504809402,445941092,587631904,454771022,445941014,587631868,451087524,504808133,594381408,384274798,437617175,437617175
30,456099376,397457112,307998406,590440761,520004733,437496042,557528512,413826401,583128222,247722705,481389634,504797165,504797165
30,469978459,188862738,441576318,557537314,384274798,504906986,590441174,384274798,469458718,557537073,481211815,258868045,258868045
10,1531787589,1531801122,1531787589,1531801305,1531787977,1531801122,1531801305,1531801122,1531801122,1531801305,1531801122,1531787977,1531787977
11,1547429292,1547427506,1547428994,1547429292,1547428994,1547429909,1547431139,1547427506,1547427506,1547429909,1547429292,1547427506,1547427506
20,557534753,587632068,587620462,1547171473,1543286640,383913267,587631752,584187818,1547018878,445932810,460931821,315394810,315394810
70,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512
50,1547014411,1547014411,1547017446,1547014411,1547017446,1547014411,1547018010,1547014411,1547014411,1547017446,1547014411,1547017446,1547017446
11,1547428994,1547429292,1547427506,1547430644,1547429292,1547428994,1547431139,1547431139,1547430644,1547428994,1547428994,1547427506,1547427506
80,1547195351,1547196877,1547196701,1547195605,1547196877,1547195605,1547196877,1547196877,1547196701,1547195351,1547196222,1547196877,1547196877
70,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062
10,1531787977,1531787977,1531787589,1531801122,1531787977,1531787589,1531787977,1531801305,1531787589,1531787589,1531787977,1531787977,1531787977
70,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547192512
13,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891
50,1547018010,1547017446,1547018010,1547014411,1547014411,1547014411,1547017446,1547018010,1547018010,1547014411,1547017446,1547018010,1547018010
13,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151
70,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512
70,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062
70,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062
11,1547429909,1547427506,1547430147,1547430644,1547431139,1547428994,1547431139,1547429292,1547428994,1547430644,1547429909,1547430147,1547430147
13,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151
13,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193151
80,1547195869,1547195605,1547196222,1547196877,1547195605,1547195351,1547196222,1547196222,1547195605,1547196877,1547196222,1547196877,1547196877
10,1531801305,1531801122,1531787589,1531801122,1531787977,1531787589,1531801305,1531787977,1531787977,1531801122,1531801305,1531801305,1531801305
30,481210259,504845587,168931505,481211916,451087524,441575980,590440178,557538975,188862738,481214341,557537370,324361934,324361934
20,469979012,443350803,504905673,594380794,587630646,481385942,437491339,504904599,587631967,1547019293,481210793,383084878,383084878
11,1547430147,1547430644,1547431139,1547430147,1547431139,1547430147,1547430644,1547429909,1547431139,1547427506,1547431139,1547429292,1547429292
70,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512
13,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891
11,1547428994,1547431139,1547427506,1547429909,1547430147,1547429909,1547430644,1547430644,1547428994,1547430644,1547430147,1547429292,1547429292
70,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512
11,1547430644,1547430147,1547427506,1547430147,1547427506,1547427506,1547431139,1547430147,1547429292,1547430147,1547430644,1547429909,1547429909
70,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062
50,1547017446,1547017446,1547017446,1547018010,1547018010,1547017446,1547017446,1547017446,1547017446,1547014411,1547014411,1547018010,1547018010
30,392599393,377356711,557537662,557532603,587631011,514692884,365098808,377351070,469978465,447293452,445937704,442093441,442093441
80,1547195605,1547196222,1547195869,1547195605,1547196701,1547196701,1547196877,1547196877,1547195605,1547196877,1547195351,1547196701,1547196701
80,1547195869,1547195351,1547196877,1547196222,1547196222,1547196701,1547195869,1547195605,1547196877,1547196222,1547195605,1547196222,1547196222
11,1547429909,1547430147,1547429292,1547429909,1547429909,1547431139,1547430147,1547429292,1547430147,1547429909,1547431139,1547431139,1547431139
80,1547196877,1547196222,1547196701,1547196701,1547196877,1547196877,1547196222,1547195351,1547195869,1547196701,1547196877,1547196222,1547196222
50,1547014411,1547017446,1547018010,1547014411,1547014411,1547017446,1547017446,1547014411,1547017446,1547017446,1547014411,1547017446,1547017446
30,290789717,587631746,504905612,557537073,584187947,445940040,514692966,452708430,445940997,307998406,587617958,377353114,377353114
10,1531787589,1531787977,1531801305,1531787589,1531801305,1531801305,1531801305,1531801305,1531787589,1531801122,1531801305,1531787977,1531787977
50,1547018010,1547017446,1547014411,1547014411,1547018010,1547014411,1547018010,1547014411,1547018010,1547017446,1547017446,1547014411,1547014411
10,1531787589,1531787589,1531787977,1531787589,1531787977,1531801122,1531787977,1531787977,1531787589,1531787589,1531801305,1531787977,1531787977
13,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891
70,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062
11,1547428994,1547430644,1547428994,1547428994,1547430644,1547428994,1547429292,1547430644,1547431139,1547430644,1547431139,1547430644,1547430644
50,1547018010,1547018010,1547017446,1547018010,1547017446,1547014411,1547017446,1547018010,1547017446,1547018010,1547017446,1547017446,1547017446
11,1547430644,1547430644,1547427506,1547430644,1547429909,1547430644,1547428994,1547428994,1547428994,1547429292,1547428994,1547429909,1547429909
11,1547428994,1547427506,1547428994,1547430644,1547427506,1547431139,1547428994,1547429292,1547429292,1547429292,1547431139,1547429292,1547429292
80,1547196222,1547195605,1547195351,1547196701,1547195605,1547196701,1547195605,1547195869,1547196701,1547196701,1547196222,1547195869,1547195869
20,557532861,481247513,452600652,205494903,445940032,584188386,587631262,413778952,584188045,368522909,469978713,557529268,557529268
10,1531801122,1531787589,1531801305,1531787589,1531787977,1531801305,1531801305,1531801305,1531787589,1531801305,1531787589,1531787977,1531787977
20,510308383,590439960,557537073,514693173,445935880,1543286640,456113065,481387889,584121134,188862738,478691892,356679599,356679599
13,1547193151,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891
80,1547196877,1547195869,1547196701,1547195605,1547195351,1547195351,1547196222,1547195869,1547195605,1547196877,1547195869,1547196701,1547196701
20,587630833,566560535,1543286640,1547177107,548679772,469977356,445929561,1547175841,437614878,565930788,504795948,452708454,452708454
50,1547014411,1547017446,1547017446,1547017446,1547018010,1547017446,1547014411,1547017446,1547018010,1547018010,1547017446,1547017446,1547017446
70,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062
